game_id:ID(Game),title:string,title_zh:string,year:int,is_goty:boolean,genre:string,developer:string,developer_id:string,publisher:string,platforms:string,release_date:string,player_rating:int,rating_source:string,gameplay:string,unique_features:string,drawbacks:string,awards:string,influence:string,description:string
game_011,It Takes Two,双人成行,2021,true,合作冒险,Hazelight Studios,studio_hazelight,Electronic Arts（EA Originals）,PC; PlayStation 4; PlayStation 5; Xbox One; Xbox Series X/S; Nintendo Switch,2021-03-26,88,Metacritic,游戏为纯双人合作，支持同屏分屏与在线联机，且可通过好友通行证邀请未购游戏者免费同玩。每关都引入完全不同的玩法机制与角色技能，从平台跳跃到载具驾驶层出不穷。玩家分别操控因魔法变成玩偶的夫妇Cody与May，在隐喻化的童话世界中协作解谜闯关。,叙事与玩法高度融合，将婚姻关系的隐喻具象化为吸尘器暴走、爱情大师等荒诞关卡。每个章节的机制都独一无二，几乎等同于把多种类型游戏串联进同一段旅程。首创好友通行证模式，大幅降低了合作游戏的人际门槛。,剧情台词略显说教，部分玩家觉得人物塑造与笑点偏西式幽默。对单人玩家完全不友好，必须找到同伴才能体验。,2021年游戏大奖年度游戏;2021年游戏大奖最佳家庭游戏;2021年游戏大奖最佳多人游戏;英国电影学院奖(BAFTA)最佳多人游戏,重新定义了现代双人合作游戏的设计范式，证明强叙事与玩法创新可以完美结合。其好友通行证模式被业界广泛借鉴，降低了合作游戏的社交成本。作为EA Originals扶持独立创意的成功案例，鼓励了更多中型工作室挑战传统品类。,一款将婚姻关系隐喻化为奇幻冒险、机制每关焕然一新的纯双人合作神作。
game_012,Dragon Age: Inquisition,龙腾世纪：审判,2014,true,角色扮演,BioWare,studio_bioware,Electronic Arts,PC; PlayStation 3; PlayStation 4; Xbox 360; Xbox One,2014-11-18,89,Metacritic,游戏为第三人称开放世界角色扮演，玩家扮演审判官组建势力、自定义队伍并探索广阔大陆。战斗融合实时动作与战术暂停指令，可随时调度队友技能。分支对话与阵营抉择深度影响剧情走向与世界状态。,庞大的开放区域与据点建设系统，玩家可派遣顾问处理事务、扩充影响力。多族裔同伴各有独立情愫与忠诚任务，叙事颗粒度极高。继承BioWare招牌的对话轮盘，选择后果贯穿整个战役。,前期节奏偏慢、地图空旷，部分区域探索缺乏引导。主机版曾存在性能优化与读盘问题。,2014年游戏大奖年度游戏;2014年金摇杆奖年度游戏;IGN 2014年度最佳RPG;第18届DICE年度游戏,延续了BioWare在剧情驱动RPG领域的统治地位，巩固了'选择与后果'叙事范式的行业标准。其开放世界与据点经营结合的尝试影响了后续众多CRPG。为重振《龙腾世纪》IP并延续至《龙腾世纪：影障守护者》奠定了基础。,BioWare打造的黑暗奇幻开放世界RPG巅峰，以宏大叙事与自由抉择赢得2014年度游戏。
game_013,The Witcher 3: Wild Hunt,巫师3：狂猎,2015,true,开放世界角色扮演,CD Projekt Red,studio_cdpr,CD Projekt,PC; PlayStation 4; Xbox One; Nintendo Switch; PlayStation 5; Xbox Series X/S,2015-05-19,93,Metacritic,游戏为第三人称开放世界RPG，玩家扮演猎魔人杰洛特在广袤大陆上搜寻养女希里。战斗强调走位、法印与炼金道具的配合，并可随时切换轻重攻击与闪避。海量支线任务均具独立短篇质感，玩家抉择会深刻改变世界走向。,以波兰奇幻文学为底色的成熟叙事，支线任务水准普遍媲美主线。内置昆特牌小游戏自成体系并衍生独立作品。两大资料片《石之心》《血与酒》内容量惊人，被称为业内良心。,首发版本存在帧率与bug等技术问题，部分任务引导与PC操作手感略显笨拙。个别女性角色刻画被批评为过度情色化。,2015年游戏大奖年度游戏;2015年金摇杆奖年度游戏;第19届DICE年度游戏;2016年游戏开发者选择奖年度游戏,被公认为史上最伟大游戏之一，树立了开放世界RPG在叙事密度与支线质量上的标杆。其成功带动波兰游戏产业崛起，并使CD Projekt成为欧洲市值最高的游戏公司。随Netflix剧集热播，进一步将《巫师》IP推向全球流行文化。,CD Projekt Red打造的波兰魔幻史诗，以无与伦比的开放世界与分支叙事夺得2015年度游戏。
game_014,Baldur's Gate 3,博德之门3,2023,true,角色扮演（CRPG）,Larian Studios,studio_larian,Larian Studios（自研自发）,PC; PlayStation 5; Xbox Series X/S,2023-08-03,96,Metacritic,基于龙与地下城5版规则的回合制战斗，强调队伍协作与战术站位。玩家拥有极高自由度，可通过对话、潜行、机关破解等多种方式解决遭遇。支持完整单人剧情与最多四人合作模式。,几乎每个NPC都可对话、贿赂或击杀，选择会产生连锁后果。环境互动丰富，可将敌人推下悬崖或点燃油面。电影化叙事与深度角色构筑无缝衔接。,前期规则复杂，学习与上手门槛较高。后期部分章节节奏略显拖沓。对硬件性能要求较高。,TGA 2023 年度最佳游戏; BAFTA 2024 最佳游戏; 金摇杆奖 2023 年度最佳游戏; DICE 2024 年度游戏; GDCA 2024 年度游戏,重振了等距视角CRPG这一曾经式微的品类。以众筹独立精神与完整玩家自由成为行业标杆，影响了后续众多RPG作品。证明了买断制单机大作仍能在3A时代取得巨大商业成功。,一款基于龙与地下城规则的史诗级CRPG，以极致自由与叙事深度成为现代角色扮演游戏的里程碑。
game_015,The Walking Dead,行尸走肉（第一季）,2012,true,冒险 / 互动电影,Telltale Games,studio_telltale,Telltale Games,PC; PlayStation 3; Xbox 360; Nintendo Switch; iOS; Android,2012-04-25,89,Metacritic,以章节式叙事驱动的点击解谜与对话选择玩法为主。玩家通过快速反应事件（QTE）在紧张场景中做出抉择。剧情聚焦于护工Lee与女孩Clementine在丧尸末世中的羁绊。,将'选择有意义'的叙事理念推向主流，角色关系因选项而持久改变。采用独特的'Graphic Black'漫画美术风格。以情感冲击与道德困境取代传统战斗。,动作段落过度依赖重复的QTE，操作略显单调。早期版本存在画面掉帧与程序错误。解谜环节相对简单。,80+ 项年度游戏奖项（含IGN、GameSpot等媒体年度最佳）; 多项叙事与冒险类大奖,重新定义了叙事驱动型冒险游戏，掀起'互动电影'浪潮。其章节式发售模式成为众多厂商效仿的范本。深刻影响了《Life is Strange》等同类型情感叙事作品。,一款以人性抉择与情感羁绊为核心的丧尸题材章节式冒险游戏，被视为叙事游戏的转折点。
game_016,Clair Obscur: Expedition 33,光与影：33号远征队,2025,true,回合制角色扮演（含即时元素）,Sandfall Interactive,studio_sandfall,Kepler Interactive,PC; PlayStation 5; Xbox Series X/S,2025-04-24,92,Metacritic,融合回合制指令与即时闪避/招架机制的战斗系统，玩家需在敌方攻击瞬间输入动作以削减伤害。探索采用箱庭式地图，战斗外界面极简沉浸。以法国'美好年代'风格奇幻世界为背景的线性叙事冒险。,将传统日式回合制RPG与类魂系即时操作结合，刷新了回合制体验。全程采用虚幻引擎5打造电影级画面与法式美术。由乐团录制的高质量原创配乐贯穿全程。,部分后期敌人数值曲线陡峭，难度波动明显。队伍角色切换与养成系统对新手略显复杂。法语口音英文字幕对部分玩家存在理解门槛。,TGA 2025 年度最佳游戏; TGA 2025 最佳游戏指导; TGA 2025 最佳叙事; TGA 2025 最佳艺术指导; TGA 2025 最佳配乐与音乐; TGA 2025 最佳RPG; TGA 2025 最佳独立游戏; TGA 2025 最佳独立游戏首作; TGA 2025 最佳表演（Jennifer English）; 金摇杆奖 2025 年度最佳等7项,成为史上获得年度游戏奖项最多的游戏（436项），并刷新TGA单届获奖纪录（9项）。作为法国独立工作室处女作即登顶，展现了小团队凭UE5实现3A品质的可能。复兴了被3A忽视的回合制RPG品类。,一款融合法式美术与回合制战棋的奇幻RPG，以惊人完成度成为2025年现象级年度游戏。
game_017,Sekiro: Shadows Die Twice,只狼：影逝二度,2019,true,动作冒险,FromSoftware,studio_fromsoftware,Activision（动视；日本由 FromSoftware 发行）,PC; PlayStation 4; Xbox One,2019-03-22,91,Metacritic,游戏以日本战国末期为背景，玩家扮演独臂忍者“狼”，使用武士刀与义肢道具在近身战斗中周旋。核心机制为“架势（Posture）”与“忍杀”，需通过精准格挡与攻击瓦解敌人架势方可一击必杀。探索采用半开放关卡，潜行、钩绳移动与回复道具构成多样的攻略路线。,本作舍弃了系列传统的角色养成与装备数值，改为强调招式时机与防守反击的纯动作体验。义肢“忍具”提供吹火筒、铁伞、爆竹等多样化战术选择。死亡后可通过“龙咳”以牺牲NPC或自身回生，形成独特的死亡惩罚与叙事张力。,极高的节奏要求与严苛的boss战令新手玩家容易受挫；部分敌人配置与检索式探索被批评为引导不足。,The Game Awards 2019 年度最佳游戏; 金摇杆奖 2019 年度最佳游戏; D.I.C.E. 年度冒险游戏; 日本游戏大奖 2019 年度作品,《只狼》以“精确剑戟”重新定义了硬核动作游戏，证明从RPG数值中抽离的纯技巧战斗同样能获得年度最佳。其架势系统与格挡手感深刻影响了后续动作游戏与类魂作品的设计思路。宫崎英高由此成为少数连续多部作品斩获GOTY的导演之一。,FromSoftware 打造的战国忍者动作杰作，以精准格挡与忍杀机制树立硬核近战新标杆。
game_018,Elden Ring,艾尔登法环,2022,true,开放世界动作角色扮演,FromSoftware,studio_fromsoftware,Bandai Namco Entertainment（万代南梦宫）,PC; PlayStation 4; PlayStation 5; Xbox One; Xbox Series X/S,2022-02-25,96,Metacritic,玩家扮为“褪色者”，在破碎的“交界地”中骑马（托雷特）探索广袤开放世界，自由挑战要塞、地下墓地与半神boss。战斗延续魂系的高风险近战与法术配比，并加入跳跃、闪避与坐骑机动，使立体战斗更富变化。通过升级、骨灰召唤与联机协作降低难度门槛，鼓励从失败中学习。,本作与《冰与火之歌》作者乔治·R·R·马丁共同构建宏大神话背景，再以宫崎英高的碎片化叙事呈现。无缝开放世界融合箱庭式地下城，几乎不留任务指引，强调玩家自发的探索与发现。动态天气、日夜与多样生物群落让交界地充满未知与惊喜。,部分后期区域存在重复刷怪与数值膨胀问题；PC版首发优化与掉帧、闪退饱受批评。,The Game Awards 2022 年度最佳游戏; D.I.C.E. 年度游戏; 游戏开发者选择奖 年度游戏; BAFTA 最佳游戏; 金摇杆奖 年度最佳游戏,《艾尔登法环》将魂系难度与开放世界探索成功融合，成为2020年代最具代表性的游戏之一，全球销量超3000万份。它重新点燃业界对“开放世界+高难度”设计的热情，并推动大量类魂开放世界项目立项。其资料片《黄金树之影》更成为首款入围TGA年度最佳的DLC。,FromSoftware 与乔治·R·R·马丁联袂打造的开放世界魂系史诗，被誉为定义世代的巨作。
game_019,The Legend of Zelda: Breath of the Wild,塞尔达传说：旷野之息,2017,true,开放世界动作冒险,Nintendo EPD,studio_nintendoepd,Nintendo（任天堂）,Nintendo Switch; Wii U,2017-03-03,97,Metacritic,林克从百年沉睡中苏醒，可在海拉鲁大陆自由攀爬、滑翔、烹饪与战斗，几乎没有强制的任务顺序。物理与化学引擎让火、电、风、金属等材料互相作用，玩家以环境为工具解谜。武器耐久、耐力条与气候系统要求玩家持续管理资源与路线。,任天堂称其为“开放空气（open-air）”而非传统开放世界，刻意减少地图图标，强调以瞭望塔远眺后自行抉择路径。约900个克洛格种子与120座神庙以低密度奖励维持探索欲望。碎片化记忆叙事赋予开放探索以情感主线。,武器耐久机制争议较大，部分玩家认为频繁换刀打断了战斗沉浸；画面在掌机模式下的分辨率与帧率有限。,The Game Awards 2017 年度最佳游戏; 金摇杆奖 2017 年度最佳游戏; D.I.C.E. 年度游戏; 游戏开发者选择奖 年度最佳游戏,《旷野之息》以“好奇心驱动的探索”重写了开放世界设计语言，直接影响了其后大量3A作品的爬墙、环境叙事与沙盒机制。它被视为Switch平台的奠基之作，全球销量逾3300万份。其续作《王国之泪》进一步将物理沙盒推向极致。,任天堂重新定义开放世界范式的塞尔达神作，以自由探索与物理沙盒树立行业标杆。
game_020,Overwatch,守望先锋,2016,true,第一人称英雄射击,Blizzard Entertainment,studio_blizzard,Blizzard Entertainment（暴雪娱乐）,PC; PlayStation 4; Xbox One; Nintendo Switch,2016-05-24,91,Metacritic,玩家在6v6团队对战中从数十名技能各异的英雄中选取，分为输出、坦克与支援三大定位，强调职业配合而非纯枪法。地图围绕“占领据点”“护送运载目标”等模式展开，技能与终极技的组合决定团战胜负。快节奏移动与多样化英雄让上手门槛相对亲民。,本作以鲜明卡通美术与多元文化英雄阵容塑造强烈辨识度，每名英雄都有独立背景故事与短视频动画。强调“正面沟通、友善社区”的官方理念，配合赛季与竞技排位形成长线运营。其“英雄射击”品类由此成为主流电竞项目。,首发后内容更新节奏偏慢，平衡性调整与开箱随机道具曾引发争议；部分玩家批评后期缺乏足够的新地图与模式。,The Game Awards 2016 年度最佳游戏; 金摇杆奖 2016 年度最佳游戏; D.I.C.E. 年度游戏; 游戏开发者选择奖 年度游戏,《守望先锋》将“英雄射击”从小众推向全球电竞主流，并凭借多彩角色与叙事化运营重塑了射击游戏的表达方式。它奠定了暴雪在多人服务型游戏上的新方向，并催生续作《守望先锋2》。其社区与赛事文化对后续团队射击产品影响深远。,暴雪打造的多元英雄团队射击游戏，以鲜明角色与团队配合开创英雄射击新时代。
game_021,Fallout 3,辐射3,2008,false,动作角色扮演,Bethesda Game Studios,studio_bethesda,,,,93,Metacritic,,,,,,贝塞斯达接手辐射系列的首部作品，将废土 RPG 带入 3D 开放世界。
game_022,Fallout 4,辐射4,2015,false,动作角色扮演,Bethesda Game Studios,studio_bethesda,,,,87,Metacritic,,,,,,加入据点建造、武器改造与同伴系统，争议与好评并存。
game_023,Fallout 76,辐射76,2018,false,多人在线角色扮演,Bethesda Game Studios,studio_bethesda,,,,52,Metacritic,,,,,,系列首款纯在线多人作品，首发口碑与运营问题较多。
game_024,Starfield,星空,2023,false,太空角色扮演,Bethesda Game Studios,studio_bethesda,,,,83,Metacritic,,,,,,贝塞斯达 25 年来首个全新 IP，以星际探索与飞船建造为题材。
game_025,Fallout Shelter,辐射：避难所,2015,false,模拟经营,Bethesda Game Studios,studio_bethesda,,,,,,,,,,,移动端避难所经营游戏，全球下载量破亿。
game_026,The Elder Scrolls: Blades,上古卷轴：刀锋,2019,false,角色扮演,Bethesda Game Studios,studio_bethesda,,,,,,,,,,,面向移动端的《上古卷轴》衍生作品，含城镇建造要素。
game_027,Grand Theft Auto III,侠盗猎车手III,2001,false,动作冒险,Rockstar Games,studio_rockstar,,,,97,Metacritic,,,,,,将系列带入全 3D 开放世界，被视为现代开放世界游戏的奠基之作。
game_028,Grand Theft Auto: Vice City,侠盗猎车手：罪恶都市,2002,false,动作冒险,Rockstar Games,studio_rockstar,,,,95,Metacritic,,,,,,以 1980 年代迈阿密为蓝本，配乐与氛围广受赞誉。
game_029,Grand Theft Auto: San Andreas,侠盗猎车手：圣安地列斯,2004,false,动作冒险,Rockstar Games,studio_rockstar,,,,95,Metacritic,,,,,,系列野心最大的 PS2 时代作品，含饮食、健身等大量 RPG 要素。
game_030,Red Dead Revolver,荒野大镖客：左轮,2004,false,西部动作冒险,Rockstar Games,studio_rockstar,,,,73,Metacritic,,,,,,荒野大镖客系列首作，由 Capcom 转手 Rockstar San Diego 完成开发。
game_031,Bully,恶霸鲁尼,2006,false,动作冒险,Rockstar Games,studio_rockstar,,,,87,Metacritic,,,,,,以寄宿学校为背景的校园题材开放世界游戏，争议与好评并存。
game_032,L.A. Noire,黑色洛城,2011,false,动作冒险/侦探,Rockstar Games,studio_rockstar,,,,89,Metacritic,,,,,,以 1940 年代洛杉矶为舞台，引入面部表情审讯系统。
game_033,Max Payne 3,马克思·佩恩3,2012,false,第三人称射击,Rockstar Games,studio_rockstar,,,,87,Metacritic,,,,,,由 Rockstar Studios 开发的硬派黑色风格射击游戏。
game_034,Red Dead Redemption 2,荒野大镖客：救赎2,2018,false,动作冒险,Rockstar Games,studio_rockstar,,,,97,Metacritic,,,,,,《荒野大镖客：救赎》前传，以极致细节与叙事获广泛赞誉。
game_035,System Shock 2,网络奇兵2,1999,false,第一人称射击RPG,Irrational Games,studio_irrational,,,,92,Metacritic,,,,,,与 Looking Glass 合作的科幻生存射击 RPG，影响深远。
game_036,BioShock Infinite,生化奇兵：无限,2013,false,第一人称射击,Irrational Games,studio_irrational,,,,94,Metacritic,,,,,,以空中之城哥伦比亚为舞台，叙事与结局引发热烈讨论。
game_037,SWAT 4,霹雳小组4,2005,false,战术射击,Irrational Games,studio_irrational,,,,85,Metacritic,,,,,,强调非致命制服与真实警察程序的战术 FPS。
game_038,Freedom Force,自由力量,2002,false,策略RPG,Irrational Games,studio_irrational,,,,,,,,,,,超级英雄题材的回合制战术 RPG。
game_039,Tribes: Vengeance,部落：复仇,2004,false,第一人称射击,Irrational Games,studio_irrational,,,,77,Metacritic,,,,,,为 Tribes 系列打造单人战役的科幻 FPS。
game_040,Freedom Force vs. The Third Reich,自由力量：对抗第三帝国,2005,false,策略RPG,Irrational Games,studio_irrational,,,,,,,,,,,自由力量续作，加入二战题材与全新英雄。
game_041,Crash Bandicoot,古惑狼,1996,false,平台跳跃,Naughty Dog,studio_naughtydog,,,,85,Metacritic,,,,,,工作室成名作，奠定了PS1平台动作游戏标杆，全球销量超680万份。
game_042,Crash Bandicoot 2: Cortex Strikes Back,古惑狼2：科尔特克斯的反击,1997,false,平台跳跃,Naughty Dog,studio_naughtydog,,,,85,Metacritic,,,,,,系列口碑与销量俱佳的续作，关卡设计更精进。
